x y z r g b label
3.40001 16.39725 -0.84054 166 166 166 1
3.43278 16.39960 -0.71961 164 164 164 1
3.46326 16.40162 -0.59791 165 165 165 1
3.48259 16.39956 -0.47395 161 161 161 1
3.50904 16.40007 -0.35084 170 170 170 1
3.52522 16.39966 -0.22598 166 166 166 1
3.51524 16.40155 -0.09959 168 168 168 1
3.52207 16.80006 0.02625 162 162 162 1
3.53127 16.79999 0.15141 173 173 173 1
3.51527 16.79923 0.27569 162 162 162 1
3.50273 16.80181 0.39989 172 172 172 1
3.49180 16.79425 0.52451 170 170 170 1
3.48124 16.79944 0.64989 171 171 171 1
3.44442 16.80004 0.77011 175 175 175 1
3.40454 16.80300 0.88882 176 176 176 1
3.38063 16.80190 1.01221 178 178 178 1
3.32809 16.79822 1.12631 181 181 181 1
3.28321 16.79955 1.24275 175 175 175 1
3.23522 16.80390 1.35801 181 181 181 1
3.18166 16.79873 1.47084 177 177 177 1
3.12811 16.80431 1.58398 175 175 175 1
3.05855 16.80098 1.68810 185 185 185 1
2.98806 16.79668 1.79113 180 180 180 1
2.91864 16.80038 1.89480 193 193 193 1
2.84204 16.79900 1.99329 186 186 186 1
2.77172 16.79894 2.09723 188 188 188 1
2.67962 16.79681 2.18255 182 182 182 1
2.59629 16.80065 2.27558 192 192 192 1
2.51051 16.79674 2.36676 188 188 188 1
2.41959 16.79880 2.45300 191 191 191 1
2.31729 16.79618 2.52568 193 193 193 1
2.21860 16.80245 2.60252 189 189 189 1
2.11150 16.80041 2.66740 183 183 183 1
2.01308 16.79846 2.74566 197 197 197 1
1.90212 16.80430 2.80406 199 199 199 1
1.79188 16.80097 2.86338 199 199 199 1
1.67942 16.80159 2.91850 189 189 189 1
1.56356 16.80034 2.96613 194 194 194 1
1.44663 16.80385 3.01091 197 197 197 1
1.32669 16.79895 3.04692 202 202 202 1
1.20829 16.79996 3.08778 194 194 194 1
1.08567 16.79995 3.11366 189 189 189 1
0.96437 16.79940 3.14501 196 196 196 1
0.84217 16.79632 3.17451 190 190 190 1
0.71655 16.79937 3.18219 204 204 204 1
0.59229 16.79661 3.20064 196 196 196 1
0.46678 16.80304 3.20549 204 204 204 1
0.34124 16.80028 3.21674 195 195 195 1
0.21553 16.79942 3.20946 195 195 195 1
0.09053 16.79799 3.19614 196 196 196 1
-0.03372 16.80035 3.17919 194 194 194 1
-0.16085 16.80342 3.18181 194 194 194 1
-0.28111 16.79626 3.14106 201 201 201 1
-0.40568 16.79649 3.12400 193 193 193 1
-0.52404 16.79526 3.08146 192 192 192 1
-0.64482 16.79638 3.04879 197 197 197 1
-0.76423 16.80072 3.01110 194 194 194 1
-0.87984 16.79756 2.96312 186 186 186 1
-0.99691 16.80331 2.91843 190 190 190 1
-1.11128 16.80083 2.86705 198 198 198 1
-1.22135 16.80078 2.80710 194 194 194 1
-1.33181 16.80262 2.74761 192 192 192 1
-1.43458 16.79956 2.67571 194 194 194 1
-1.53615 16.79968 2.60254 190 190 190 1
-1.63423 16.80052 2.52493 192 192 192 1
-1.73219 16.80576 2.44724 187 187 187 1
-1.82746 16.79615 2.36613 189 189 189 1
-1.91458 16.79942 2.27634 183 183 183 1
-2.00286 16.79761 2.18783 185 185 185 1
-2.08686 16.79827 2.09519 181 181 181 1
-2.16405 16.80119 1.99682 178 178 178 1
-2.24256 16.79984 1.89944 179 179 179 1
-2.30673 16.80457 1.79189 186 186 186 1
-2.38324 16.80252 1.69249 179 179 179 1
-2.43805 16.80012 1.57973 176 176 176 1
-2.50473 16.80147 1.47366 179 179 179 1
-2.55512 16.80445 1.35910 176 176 176 1
-2.60405 16.79731 1.24412 183 183 183 1
-2.64783 16.80401 1.12713 178 178 178 1
-2.69378 16.80647 1.01078 178 178 178 1
-2.73017 16.80308 0.89111 183 183 183 1
-2.76072 16.80558 0.76981 177 177 177 1
-2.79657 16.79459 0.64946 173 173 173 1
-2.80858 16.80111 0.52439 173 173 173 1
-2.82868 16.80005 0.40088 167 167 167 1
-2.83827 16.80540 0.27612 166 166 166 1
-2.82502 16.80199 0.15047 163 163 163 1
-2.83394 16.79874 0.02625 166 166 166 1
-2.84898 16.79966 -0.09943 159 159 159 1
-2.83702 16.80048 -0.22456 168 168 168 1
-2.81937 16.80147 -0.34884 162 162 162 1
-2.80422 16.79352 -0.47327 163 163 163 1
-2.78159 16.80035 -0.59656 165 165 165 1
-2.76425 16.80147 -0.72125 165 165 165 1
-2.72681 16.79871 -0.84125 155 155 155 1
-2.69319 16.79591 -0.96219 159 159 159 1
-2.64835 16.80066 -1.07940 162 162 162 1
-2.60589 16.79886 -1.19745 157 157 157 1
-2.55391 16.79941 -1.31159 151 151 151 1
-2.50224 16.80112 -1.42591 156 156 156 1
-2.43502 16.79824 -1.53201 157 157 157 1
-2.37412 16.79803 -1.64132 152 152 152 1
-2.31143 16.79779 -1.74989 156 156 156 1
-2.24240 16.80349 -1.85461 155 155 155 1
-2.16203 16.80310 -1.95093 153 153 153 1
-2.08049 16.79735 -2.04585 151 151 151 1
-1.99958 16.79903 -2.14129 153 153 153 1
-1.91840 16.79915 -2.23703 150 150 150 1
-1.82460 16.80469 -2.32027 152 152 152 1
-1.73097 16.80501 -2.40338 141 141 141 1
-1.63220 16.79808 -2.48025 144 144 144 1
-1.53431 16.80272 -2.55823 146 146 146 1
-1.42957 16.79889 -2.62672 144 144 144 1
-1.32666 16.79837 -2.69801 140 140 140 1
-1.21792 16.79884 -2.76004 145 145 145 1
-1.10720 16.80271 -2.81835 144 144 144 1
-0.99524 16.80063 -2.87433 141 141 141 1
-0.88180 16.79682 -2.92760 146 146 146 1
-0.76538 16.80232 -2.97413 145 145 145 1
-0.64862 16.79968 -3.02058 141 141 141 1
-0.52654 16.79901 -3.05057 144 144 144 1
-0.40345 16.79916 -3.07510 145 145 145 1
-0.28299 16.79533 -3.11097 135 135 135 1
-0.15927 16.79926 -3.13238 137 137 137 1
-0.03464 16.80038 -3.14762 140 140 140 1
0.09055 16.79392 -3.15663 129 129 129 1
0.21559 16.80030 -3.16867 140 140 140 1
0.34124 16.80025 -3.17123 134 134 134 1
0.46697 16.79719 -3.17112 137 137 137 1
0.59288 16.80059 -3.16885 135 135 135 1
0.71665 16.79376 -3.14373 140 140 140 1
0.84070 16.80141 -3.12581 141 141 141 1
0.96620 16.80118 -3.11467 141 141 141 1
1.08649 16.79488 -3.07745 141 141 141 1
1.20707 16.79684 -3.04370 147 147 147 1
1.32861 16.80464 -3.01295 134 134 134 1
1.44950 16.79524 -2.97861 137 137 137 1
1.56681 16.79875 -2.93371 138 138 138 1
1.67641 16.79821 -2.87150 141 141 141 1
1.79432 16.79730 -2.82748 147 147 147 1
1.89990 16.80057 -2.75915 143 143 143 1
2.01267 16.79823 -2.70379 146 146 146 1
2.11450 16.80021 -2.63040 145 145 145 1
2.22017 16.80155 -2.56289 147 147 147 1
2.31742 16.79958 -2.48374 144 144 144 1
2.41311 16.79853 -2.40299 144 144 144 1
2.50174 16.80309 -2.31450 153 153 153 1
2.59668 16.79847 -2.23283 154 154 154 1
2.68020 16.80017 -2.13958 152 152 152 1
2.77100 16.80034 -2.05272 151 151 151 1
2.84785 16.80009 -1.95357 156 156 156 1
2.91307 16.80310 -1.84603 149 149 149 1
2.99135 16.79266 -1.74818 146 146 146 1
3.06032 16.80061 -1.64360 155 155 155 1
3.12098 16.79765 -1.53396 151 151 151 1
3.18309 16.80177 -1.42508 149 149 149 1
3.23733 16.79920 -1.31203 155 155 155 1
3.28832 16.80398 -1.19743 153 153 153 1
3.32967 16.79986 -1.07898 159 159 159 1
3.37709 16.80742 -0.96265 160 160 160 1
3.41149 16.80151 -0.84188 153 153 153 1
3.44069 16.80175 -0.71980 162 162 162 1
3.46454 16.79647 -0.59666 160 160 160 1
3.48727 16.79915 -0.47336 160 160 160 1
3.50243 16.80208 -0.34891 163 163 163 1
3.52634 16.79623 -0.22510 164 164 164 1
3.52352 16.80172 -0.09912 166 166 166 1
3.53055 17.19916 0.02687 167 167 167 1
3.52945 17.19547 0.15172 173 173 173 1
3.51725 17.19799 0.27598 172 172 172 1
3.50384 17.19894 0.39991 170 170 170 1
3.49539 17.19763 0.52472 172 172 172 1
3.47203 17.20054 0.64746 170 170 170 1
3.44121 17.19867 0.76848 173 173 173 1
3.41877 17.19916 0.89171 174 174 174 1
3.37674 17.20160 1.00955 178 178 178 1
3.34069 17.19996 1.12929 181 181 181 1
3.29359 17.20117 1.24509 178 178 178 1
3.24428 17.19711 1.35993 178 178 178 1
3.18564 17.20299 1.47030 182 182 182 1
3.12596 17.20406 1.57989 189 189 189 1
3.06975 17.19888 1.69174 181 181 181 1
3.00427 17.20158 1.79838 194 194 194 1
2.92589 17.19914 1.89611 189 189 189 1
2.85498 17.20048 1.99914 174 174 174 1
2.76827 17.19870 2.08951 193 193 193 1
2.68686 17.19975 2.18402 185 185 185 1
2.59908 17.20168 2.27266 190 190 190 1
2.51242 17.20315 2.36261 189 189 189 1
2.41488 17.20297 2.44071 189 189 189 1
2.32226 17.20450 2.52458 190 190 190 1
2.21909 17.19923 2.59512 188 188 188 1
2.11845 17.20038 2.66900 186 186 186 1
2.01481 17.19716 2.73886 196 196 196 1
1.90415 17.19776 2.79715 193 193 193 1
1.79616 17.19541 2.86020 195 195 195 1
1.68511 17.19631 2.91804 186 186 186 1
1.56869 17.20400 2.96429 194 194 194 1
1.45170 17.20073 3.00871 190 190 190 1
1.33476 17.20097 3.05377 195 195 195 1
1.21510 17.19837 3.09128 200 200 200 1
1.09309 17.19487 3.12046 197 197 197 1
0.97044 17.19539 3.14661 198 198 198 1
0.84669 17.19797 3.16708 198 198 198 1
0.72209 17.20060 3.18132 195 195 195 1
0.59870 17.20353 3.21113 192 192 192 1
0.47255 17.19783 3.21207 191 191 191 1
0.34668 17.20017 3.19388 197 197 197 1
0.22105 17.19726 3.20579 198 198 198 1
0.09564 17.19503 3.19864 193 193 193 1
-0.02879 17.20196 3.18178 197 197 197 1
-0.15340 17.19888 3.16749 198 198 198 1
-0.27678 17.19992 3.14508 189 189 189 1
-0.40067 17.19705 3.12434 198 198 198 1
-0.52236 17.19933 3.09346 202 202 202 1
-0.63790 17.20317 3.04297 193 193 193 1
-0.75763 17.19763 3.00678 196 196 196 1
-0.87414 17.20471 2.96140 191 191 191 1
-0.99185 17.19642 2.91825 192 192 192 1
-1.10539 17.20052 2.86526 191 191 191 1
-1.21875 17.19947 2.81135 191 191 191 1
-1.32425 17.20198 2.74342 189 189 189 1
-1.42351 17.20209 2.66663 188 188 188 1
-1.52873 17.19400 2.59925 190 190 190 1
-1.62980 17.20460 2.52572 190 190 190 1
-1.72479 17.19692 2.44453 189 189 189 1
-1.81634 17.20475 2.35966 182 182 182 1
-1.91325 17.19621 2.28019 187 187 187 1
-1.99301 17.20145 2.18356 184 184 184 1
-2.08154 17.19760 2.09517 187 187 187 1
-2.14963 17.19730 1.98968 189 189 189 1
-2.23718 17.20093 1.89948 183 183 183 1
-2.30506 17.19906 1.79446 191 191 191 1
-2.37302 17.19775 1.68967 181 181 181 1
-2.43829 17.19911 1.58308 183 183 183 1
-2.48680 17.19817 1.46751 181 181 181 1
-2.54638 17.19879 1.35783 183 183 183 1
-2.60152 17.20085 1.24562 177 177 177 1
-2.63898 17.20295 1.12621 180 180 180 1
-2.69124 17.19893 1.01210 178 178 178 1
-2.71913 17.19829 0.88994 181 181 181 1
-2.75027 17.20151 0.76906 178 178 178 1
-2.77919 17.19942 0.64756 170 170 170 1
-2.80436 17.19797 0.52509 173 173 173 1
-2.81622 17.20760 0.40059 170 170 170 1
-2.83049 17.19787 0.27650 166 166 166 1
-2.83268 17.19943 0.15158 173 173 173 1
-2.84511 17.19914 0.02688 169 169 169 1
-2.82817 17.19973 -0.09826 166 166 166 1
-2.83410 17.19948 -0.22424 166 166 166 1
-2.83535 17.19960 -0.35091 162 162 162 1
-2.79567 17.19734 -0.47236 164 164 164 1
-2.77772 17.19925 -0.59650 160 160 160 1
-2.75971 17.19976 -0.72115 160 160 160 1
-2.72189 17.20221 -0.84112 165 165 165 1
-2.68782 17.19956 -0.96197 157 157 157 1
-2.63717 17.20242 -1.07708 157 157 157 1
-2.59731 17.20481 -1.19599 158 158 158 1
-2.54542 17.19637 -1.31005 158 158 158 1
-2.49787 17.19963 -1.42635 163 163 163 1
-2.43857 17.20390 -1.53696 158 158 158 1
-2.37035 17.19958 -1.64228 151 151 151 1
-2.29928 17.20054 -1.74535 155 155 155 1
-2.23334 17.20119 -1.85194 155 155 155 1
-2.15360 17.20141 -1.94853 157 157 157 1
-2.07774 17.20020 -2.04811 150 150 150 1
-1.99870 17.19870 -2.14546 150 150 150 1
-1.90948 17.20079 -2.23348 155 155 155 1
-1.81816 17.19877 -2.31911 148 148 148 1
-1.72567 17.19844 -2.40344 148 148 148 1
-1.62511 17.19908 -2.47803 136 136 136 1
-1.52787 17.19923 -2.55669 149 149 149 1
-1.42692 17.19966 -2.63070 146 146 146 1
-1.32039 17.19841 -2.69642 144 144 144 1
-1.21124 17.20158 -2.75753 138 138 138 1
-1.10166 17.19931 -2.81782 141 141 141 1
-0.99243 17.20218 -2.87966 143 143 143 1
-0.87645 17.19732 -2.92737 137 137 137 1
-0.75696 17.20305 -2.96557 142 142 142 1
-0.63885 17.19820 -3.00667 143 143 143 1
-0.51949 17.20141 -3.04424 135 135 135 1
-0.39888 17.19751 -3.07801 126 126 126 1
-0.27778 17.20087 -3.11137 137 137 137 1
-0.15394 17.20234 -3.13226 135 135 135 1
-0.02956 17.20148 -3.14976 135 135 135 1
0.09579 17.20513 -3.15821 143 143 143 1
0.22091 17.20000 -3.17075 146 146 146 1
0.34668 17.20182 -3.17177 140 140 140 1
0.47229 17.20088 -3.16698 141 141 141 1
0.59796 17.19988 -3.16330 137 137 137 1
0.72191 17.19927 -3.14127 141 141 141 1
0.84688 17.19979 -3.12962 133 133 133 1
0.97094 17.20034 -3.11040 137 137 137 1
1.09210 17.20076 -3.07746 138 138 138 1
1.21347 17.19790 -3.04645 147 147 147 1
1.33574 17.20130 -3.01757 136 136 136 1
1.45363 17.19999 -2.97455 145 145 145 1
1.56616 17.20236 -2.91857 142 142 142 1
1.68298 17.20040 -2.87357 142 142 142 1
1.79845 17.20095 -2.82458 141 141 141 1
1.90331 17.20249 -2.75524 141 141 141 1
2.02036 17.20143 -2.70723 139 139 139 1
2.11903 17.20274 -2.62884 143 143 143 1
2.22045 17.20075 -2.55562 140 140 140 1
2.31794 17.20203 -2.47737 144 144 144 1
2.42036 17.20430 -2.40501 145 145 145 1
2.51022 17.20131 -2.31771 146 146 146 1
2.60092 17.19484 -2.23157 144 144 144 1
2.69130 17.19576 -2.14477 149 149 149 1
2.76928 17.19612 -2.04656 150 150 150 1
2.84959 17.20404 -1.95061 154 154 154 1
2.92277 17.20182 -1.84909 147 147 147 1
3.00063 17.19662 -1.75070 149 149 149 1
3.06218 17.20115 -1.64134 151 151 151 1
3.13052 17.20059 -1.53617 154 154 154 1
3.18901 17.19844 -1.42522 152 152 152 1
3.24312 17.20354 -1.31205 154 154 154 1
3.28277 17.20001 -1.19271 167 167 167 1
3.33575 17.20369 -1.07901 160 160 160 1
3.37771 17.20110 -0.96084 161 161 161 1
3.41141 17.19848 -0.84004 159 159 159 1
3.45837 17.19819 -0.72242 166 166 166 1
3.46896 17.19790 -0.59608 160 160 160 1
3.49286 17.20170 -0.47297 162 162 162 1
3.51094 17.19377 -0.34880 170 170 170 1
3.52687 17.19928 -0.22419 166 166 166 1
3.52532 17.19715 -0.09841 167 167 167 1
3.53723 17.60364 0.02750 173 173 173 1
3.53147 17.60000 0.15218 167 167 167 1
3.52519 17.59979 0.27676 170 170 170 1
3.52311 17.59617 0.40210 166 166 166 1
3.49351 17.60067 0.52409 176 176 176 1
3.47782 17.59961 0.64803 169 169 169 1
3.45233 17.60117 0.77031 173 173 173 1
3.41968 17.60069 0.89087 170 170 170 1
3.38360 17.59802 1.01042 175 175 175 1
3.34409 17.60380 1.12891 175 175 175 1
3.29444 17.60008 1.24353 183 183 183 1
3.24506 17.60323 1.35809 180 180 180 1
3.19429 17.60093 1.47220 182 182 182 1
3.13567 17.60020 1.58250 181 181 181 1
3.06952 17.59855 1.68843 178 178 178 1
3.00432 17.60100 1.79489 184 184 184 1
2.92833 17.60485 1.89400 192 192 192 1
2.85379 17.60451 1.99392 177 177 177 1
2.77760 17.59940 2.09278 180 180 180 1
2.70047 17.59592 2.19146 194 194 194 1
2.60232 17.60392 2.27029 188 188 188 1
2.51304 17.59710 2.35714 191 191 191 1
2.42667 17.60136 2.44783 198 198 198 1
2.33075 17.59800 2.52808 188 188 188 1
2.22635 17.59945 2.59718 193 193 193 1
2.12550 17.60367 2.67090 189 189 189 1
2.01957 17.60142 2.73717 191 191 191 1
1.91197 17.59493 2.80074 195 195 195 1
1.80283 17.59943 2.86189 192 192 192 1
1.68619 17.60137 2.90780 190 190 190 1
1.57168 17.60073 2.95753 197 197 197 1
1.45925 17.60114 3.01354 195 195 195 1
1.33712 17.59825 3.04335 188 188 188 1
1.21914 17.60153 3.08535 193 193 193 1
1.09975 17.60074 3.12460 196 196 196 1
0.97608 17.60092 3.14675 192 192 192 1
0.85192 17.60014 3.16498 196 196 196 1
0.72854 17.59985 3.18942 198 198 198 1
0.60284 17.59764 3.19481 196 196 196 1
0.47760 17.59870 3.20437 196 196 196 1
0.35194 17.59763 3.20520 196 196 196 1
0.22637 17.60121 3.20224 198 198 198 1
0.10084 17.59777 3.19741 198 198 198 1
-0.02334 17.60139 3.17830 197 197 197 1
-0.14859 17.59724 3.16854 191 191 191 1
-0.26939 17.60033 3.13263 191 191 191 1
-0.39420 17.60168 3.11765 199 199 199 1
-0.51800 17.59908 3.09509 199 199 199 1
-0.63460 17.60020 3.04754 196 196 196 1
-0.75632 17.60011 3.01613 195 195 195 1
-0.87182 17.59538 2.96724 190 190 190 1
-0.98637 17.59963 2.91661 186 186 186 1
-1.09627 17.59898 2.85664 195 195 195 1
-1.21217 17.59796 2.80802 195 195 195 1
-1.31545 17.59878 2.73678 195 195 195 1
-1.41902 17.59850 2.66701 191 191 191 1
-1.52552 17.59691 2.60139 189 189 189 1
-1.62092 17.59702 2.52053 188 188 188 1
-1.71750 17.59663 2.44164 196 196 196 1
-1.80614 17.59884 2.35389 181 181 181 1
-1.89678 17.60017 2.26863 191 191 191 1
-1.98984 17.60381 2.18523 186 186 186 1
-2.06826 17.59876 2.08812 172 172 172 1
-2.15232 17.60335 1.99582 182 182 182 1
-2.22261 17.60111 1.89266 187 187 187 1
-2.30030 17.59772 1.79480 185 185 185 1
-2.36934 17.60049 1.69070 185 185 185 1
-2.42738 17.59967 1.58003 174 174 174 1
-2.49050 17.60088 1.47224 179 179 179 1
-2.54551 17.60083 1.36008 172 172 172 1
-2.59326 17.60222 1.24465 175 175 175 1
-2.63705 17.59959 1.12775 165 165 165 1
-2.67942 17.60238 1.01033 182 182 182 1
-2.71558 17.59803 0.89081 170 170 170 1
-2.74410 17.59803 0.76927 180 180 180 1
-2.77830 17.60063 0.64890 178 178 178 1
-2.78939 17.60435 0.52405 178 178 178 1
-2.80620 17.59714 0.40056 175 175 175 1
-2.82027 17.60370 0.27668 165 165 165 1
-2.82764 17.60116 0.15219 159 159 159 1
-2.82807 17.60309 0.02750 165 165 165 1
-2.83090 17.59727 -0.09800 169 169 169 1
-2.83186 17.60052 -0.22397 163 163 163 1
-2.80495 17.59641 -0.34748 172 172 172 1
-2.79557 17.60284 -0.47278 159 159 159 1
-2.76093 17.59733 -0.59387 172 172 172 1
-2.74812 17.60231 -0.71933 158 158 158 1
-2.71189 17.59876 -0.83954 163 163 163 1
-2.67736 17.60306 -0.96008 152 152 152 1
-2.63390 17.59877 -1.07766 162 162 162 1
-2.58930 17.59678 -1.19472 160 160 160 1
-2.54486 17.59861 -1.31213 154 154 154 1
-2.48219 17.59831 -1.42098 158 158 158 1
-2.42614 17.60095 -1.53292 150 150 150 1
-2.36643 17.59983 -1.64309 159 159 159 1
-2.29625 17.59772 -1.74685 148 148 148 1
-2.22125 17.60182 -1.84699 151 151 151 1
-2.15603 17.59938 -1.95462 153 153 153 1
-2.07180 17.59640 -2.04755 152 152 152 1
-1.98511 17.60281 -2.13777 154 154 154 1
-1.90802 17.59643 -2.23728 147 147 147 1
-1.80881 17.59755 -2.31467 143 143 143 1
-1.72209 17.59996 -2.40536 150 150 150 1
-1.62269 17.59963 -2.48157 151 151 151 1
-1.52831 17.59713 -2.56443 142 142 142 1
-1.42027 17.60291 -2.62848 139 139 139 1
-1.31605 17.59774 -2.69774 138 138 138 1
-1.20928 17.59990 -2.76319 143 143 143 1
-1.09565 17.60109 -2.81606 147 147 147 1
-0.98535 17.59690 -2.87534 142 142 142 1
-0.87197 17.59814 -2.92883 136 136 136 1
-0.75374 17.59976 -2.97062 144 144 144 1
-0.63413 17.60208 -3.00779 144 144 144 1
-0.51491 17.59685 -3.04606 132 132 132 1
-0.39480 17.60637 -3.08222 146 146 146 1
-0.27174 17.59935 -3.10668 137 137 137 1
-0.14915 17.59933 -3.13435 142 142 142 1
-0.02400 17.60127 -3.14632 137 137 137 1
0.10139 17.60162 -3.15289 139 139 139 1
0.22664 17.60247 -3.15793 140 140 140 1
0.35194 17.60059 -3.16785 139 139 139 1
0.47725 17.59637 -3.15814 145 145 145 1
0.60290 17.60447 -3.15808 135 135 135 1
0.72751 17.59733 -3.14316 145 145 145 1
0.85163 17.60248 -3.12550 140 140 140 1
0.97560 17.60192 -3.10657 142 142 142 1
1.09810 17.60001 -3.07980 140 140 140 1
1.21889 17.59711 -3.04639 132 132 132 1
1.34050 17.60033 -3.01546 142 142 142 1
1.45742 17.60249 -2.97005 140 140 140 1
1.57213 17.59612 -2.91985 137 137 137 1
1.69206 17.59858 -2.88148 139 139 139 1
1.79978 17.59714 -2.81654 151 151 151 1
1.90889 17.59952 -2.75555 140 140 140 1
2.01854 17.60167 -2.69546 140 140 140 1
2.12410 17.60316 -2.62840 140 140 140 1
2.22744 17.59869 -2.55789 144 144 144 1
2.32663 17.59823 -2.48164 143 143 143 1
2.42597 17.59854 -2.40536 148 148 148 1
2.51700 17.60012 -2.31933 146 146 146 1
2.60779 17.59538 -2.23317 155 155 155 1
2.69578 17.59727 -2.14404 150 150 150 1
2.77178 17.60092 -2.04421 152 152 152 1
2.85748 17.59793 -1.95269 154 154 154 1
2.92926 17.60389 -1.84999 154 154 154 1
3.00413 17.60220 -1.74952 158 158 158 1
3.06370 17.59201 -1.63904 157 157 157 1
3.12907 17.59978 -1.53238 158 158 158 1
3.19040 17.59929 -1.42318 149 149 149 1
3.25047 17.59941 -1.31293 158 158 158 1
3.28817 17.59987 -1.19265 155 155 155 1
3.33735 17.59933 -1.07750 157 157 157 1
3.37734 17.60163 -0.95881 158 158 158 1
3.42078 17.60396 -0.84095 158 158 158 1
3.44783 17.59862 -0.71833 159 159 159 1
3.47772 17.59880 -0.59643 162 162 162 1
3.50804 17.60077 -0.47414 161 161 161 1
3.51441 17.60168 -0.34814 157 157 157 1
3.53173 17.59557 -0.22365 165 165 165 1
3.54436 17.59832 -0.09838 167 167 167 1
3.53483 18.00101 0.02813 172 172 172 1
3.53362 18.00281 0.15266 170 170 170 1
3.52985 18.00355 0.27728 171 171 171 1
3.51171 18.00215 0.40067 164 164 164 1
3.50310 17.99776 0.52529 174 174 174 1
3.48116 18.00084 0.64813 173 173 173 1
3.45454 17.99893 0.77003 176 176 176 1
3.41679 18.00073 0.88900 181 181 181 1
3.37971 18.00019 1.00783 180 180 180 1
3.34123 18.00500 1.12626 177 177 177 1
3.29529 18.00028 1.24201 178 178 178 1
3.24100 18.00394 1.35405 183 183 183 1
3.19817 18.00429 1.47171 179 179 179 1
3.13544 17.99699 1.57959 183 183 183 1
3.06887 18.00131 1.68492 185 185 185 1
3.01322 17.99964 1.79738 182 182 182 1
2.93042 18.00093 1.89169 181 181 181 1
2.85618 18.00027 1.99159 183 183 183 1
2.78110 17.99762 2.09115 184 184 184 1
2.69495 17.99997 2.18131 187 187 187 1
2.61644 18.00257 2.27888 195 195 195 1
2.52380 17.99614 2.36276 192 192 192 1
2.43269 18.00425 2.44832 191 191 191 1
2.32674 18.00446 2.51583 189 189 189 1
2.22885 17.99861 2.59281 189 189 189 1
2.12948 17.99841 2.66834 191 191 191 1
2.01779 17.99865 2.72496 196 196 196 1
1.91776 17.99548 2.80089 183 183 183 1
1.81051 17.99991 2.86577 195 195 195 1
1.69095 17.99758 2.90578 196 196 196 1
1.57766 17.99434 2.95827 191 191 191 1
1.46038 18.00292 3.00130 196 196 196 1
1.34508 17.99851 3.05054 195 195 195 1
1.22562 17.99965 3.08857 202 202 202 1
1.10275 18.00314 3.11407 202 202 202 1
0.97958 17.99867 3.13685 195 195 195 1
0.85622 18.00361 3.15796 190 190 190 1
0.73281 18.00350 3.18032 192 192 192 1
0.60770 18.00616 3.18965 198 198 198 1
0.48253 18.00573 3.19800 189 189 189 1
0.35703 18.00260 3.19779 196 196 196 1
0.23140 17.99829 3.20138 186 186 186 1
0.10678 18.00402 3.18431 207 207 207 1
-0.01919 18.00228 3.18405 199 199 199 1
-0.14338 17.99398 3.16566 190 190 190 1
-0.26669 18.00119 3.14266 185 185 185 1
-0.39075 18.00022 3.12261 199 199 199 1
-0.50812 17.99849 3.07636 201 201 201 1
-0.63139 18.00243 3.05168 188 188 188 1
-0.74843 17.99809 3.00700 195 195 195 1
-0.86326 18.00470 2.95743 187 187 187 1
-0.97982 18.00239 2.91212 192 192 192 1
-1.09184 18.00661 2.85670 182 182 182 1
-1.20055 18.00386 2.79525 188 188 188 1
-1.31227 18.00087 2.73889 191 191 191 1
-1.41553 17.99445 2.66848 200 200 200 1
-1.51626 17.99940 2.59483 186 186 186 1
-1.62197 17.99930 2.52760 190 190 190 1
